ID;Data;Produto;Quantidade;Vendedor;Origem;País;Método_Transporte;Data_Entrega;Total
263;05/09/2022;uva;195;Vendedor 49;Refúgio do Vale;Brasil;Avião;19/09/2022;0
264;07/07/2023;limão;399;Vendedor 48;Fazenda Luz da Lua;Brasil;Barco;09/08/2023;1836
265;21/08/2022;maçã;641;Vendedor 4;Terra Prometida;Brasil;Caminhão;28/08/2022;1292
266;06/01/2023;banana;818;Vendedor 47;Quinta dos Pinhais;Brasil;Caminhão;28/01/2023;2070
267;27/11/2022;maçã;906;Vendedor 48;Terra Prometida;Brasil;Caminhão;31/12/2022;3543
268;16/08/2023;manga;7;Vendedor 3;Rancho Estrela Cadente;Brasil;Trem;17/09/2023;301
269;18/02/2022;uva;920;Vendedor 17;Sítio Águas Claras;Brasil;Trem;15/03/2022;3872
270;14/07/2022;banana;434;Vendedor 43;Recanto Verde;Brasil;Caminhão;10/08/2022;3216
271;21/11/2023;maçã;597;Vendedor 45;Terra Prometida;Brasil;Caminhão;27/11/2023;1154
272;11/08/2023;limão;23;Vendedor 4;Fazenda Luz da Lua;Brasil;Barco;16/08/2023;332
273;07/08/2023;manga;801;Vendedor 41;Rancho Estrela Cadente;Brasil;Caminhão;16/08/2023;4460
274;08/03/2023;uva;183;Vendedor 35;Refúgio do Vale;Brasil;Trem;13/03/2023;2583
275;12/02/2023;uva;966;Vendedor 34;Refúgio do Vale;Brasil;Caminhão;06/03/2023;2596
276;15/01/2022;laranja;476;Vendedor 9;Quinta dos Pinhais;Brasil;Caminhão;03/02/2022;4038
277;09/04/2023;banana;732;Vendedor 1;Quinta dos Pinhais;Brasil;Avião;06/05/2023;3527
278;01/06/2023;limão;609;Vendedor 21;Fazenda Luz da Lua;Brasil;Caminhão;14/06/2023;2832
279;17/11/2023;manga;316;Vendedor 6;Fazenda Sol Nascente;Brasil;Barco;04/12/2023;0
280;30/08/2023;limão;456;Vendedor 44;Fazenda Luz da Lua;Brasil;Caminhão;25/09/2023;0
281;14/12/2023;limão;162;Vendedor 37;Fazenda Luz da Lua;Brasil;Caminhão;02/01/2024;413
282;20/06/2022;limão;284;Vendedor 47;Fazenda Luz da Lua;Brasil;Caminhão;02/07/2022;69
283;03/07/2022;uva;781;Vendedor 16;Refúgio do Vale;Brasil;Caminhão;15/07/2022;483
284;17/02/2022;maçã;192;Vendedor 16;Chácara Bela Vista;Brasil;Avião;07/03/2022;895
285;16/06/2022;melancia;810;Vendedor 6;Fazenda Campo Sereno;Brasil;Caminhão;02/07/2022;3577
286;21/04/2023;limão;65;Vendedor 28;Fazenda Luz da Lua;Brasil;Avião;30/04/2023;1090
287;22/10/2023;maçã;144;Vendedor 2;Chácara Bela Vista;Brasil;Caminhão;31/10/2023;0
288;23/04/2023;uva;986;Vendedor 27;Sítio Águas Claras;Brasil;Caminhão;10/05/2023;439
289;27/09/2022;manga;915;Vendedor 22;Rancho Estrela Cadente;Brasil;Avião;16/10/2022;3013
290;20/04/2023;banana;290;Vendedor 19;Recanto Verde;Brasil;Trem;08/05/2023;0
291;27/09/2022;manga;820;Vendedor 14;Fazenda Sol Nascente;Brasil;Caminhão;01/11/2022;0
292;28/04/2022;maçã;730;Vendedor 16;Chácara Bela Vista;Brasil;Caminhão;13/05/2022;2619
293;03/03/2022;limão;216;Vendedor 38;Fazenda Luz da Lua;Brasil;Caminhão;04/04/2022;1726
294;28/11/2022;maçã;944;Vendedor 24;Terra Prometida;Brasil;Avião;31/12/2022;1648
295;17/12/2022;banana;157;Vendedor 45;Recanto Verde;Brasil;Caminhão;07/01/2023;2279
296;08/02/2022;banana;551;Vendedor 4;Recanto Verde;Brasil;Avião;12/03/2022;1723
297;22/12/2022;maçã;481;Vendedor 42;Chácara Bela Vista;Brasil;Avião;12/01/2023;3220
298;09/09/2022;banana;228;Vendedor 13;Quinta dos Pinhais;Brasil;Avião;29/09/2022;2146
299;08/03/2023;uva;52;Vendedor 41;Refúgio do Vale;Brasil;Avião;04/04/2023;1248
300;30/10/2023;banana;389;Vendedor 3;Recanto Verde;Brasil;Caminhão;08/11/2023;3250
301;29/06/2023;limão;348;Vendedor 38;Fazenda Luz da Lua;Brasil;Caminhão;01/08/2023;1556
302;15/05/2023;limão;990;Vendedor 6;Fazenda Luz da Lua;Brasil;Caminhão;14/06/2023;0
303;24/08/2022;manga;219;Vendedor 26;Fazenda Sol Nascente;Brasil;Caminhão;30/08/2022;0
304;19/05/2022;limão;410;Vendedor 37;Fazenda Luz da Lua;Brasil;Avião;27/05/2022;0
305;11/08/2022;manga;74;Vendedor 5;Fazenda Sol Nascente;Brasil;Barco;24/08/2022;0
306;14/12/2023;banana;765;Vendedor 6;Recanto Verde;Brasil;Avião;08/01/2024;0
307;02/02/2023;maçã;668;Vendedor 17;Chácara Bela Vista;Brasil;Avião;27/02/2023;759
308;07/11/2023;uva;435;Vendedor 18;Refúgio do Vale;Brasil;Caminhão;10/12/2023;2076
309;17/02/2022;laranja;523;Vendedor 20;Recanto Verde;Brasil;Avião;14/03/2022;952
310;24/02/2022;uva;637;Vendedor 27;Refúgio do Vale;Brasil;Trem;11/03/2022;985
311;01/10/2023;maçã;72;Vendedor 5;Terra Prometida;Brasil;Barco;17/10/2023;633
312;13/04/2023;banana;757;Vendedor 22;Quinta dos Pinhais;Brasil;Caminhão;30/04/2023;1344
313;30/05/2023;limão;339;Vendedor 13;Fazenda Luz da Lua;Brasil;Avião;19/06/2023;2947
314;18/07/2022;banana;650;Vendedor 14;Quinta dos Pinhais;Brasil;Caminhão;04/08/2022;0
315;29/08/2023;uva;952;Vendedor 21;Sítio Águas Claras;Brasil;Barco;30/09/2023;0
316;21/02/2022;limão;103;Vendedor 50;Fazenda Luz da Lua;Brasil;Avião;21/03/2022;3813
317;17/07/2023;limão;122;Vendedor 14;Fazenda Luz da Lua;Brasil;Avião;07/08/2023;478
318;23/09/2023;maçã;316;Vendedor 18;Chácara Bela Vista;Brasil;Avião;06/10/2023;2386
319;04/11/2023;banana;346;Vendedor 26;Quinta dos Pinhais;Brasil;Trem;19/11/2023;762
320;31/05/2023;limão;157;Vendedor 14;Fazenda Luz da Lua;Brasil;Avião;23/06/2023;2628
321;07/10/2023;manga;392;Vendedor 15;Fazenda Sol Nascente;Brasil;Avião;08/11/2023;4292
322;16/05/2022;limão;10;Vendedor 45;Fazenda Luz da Lua;Brasil;Caminhão;04/06/2022;3202
323;10/08/2023;uva;507;Vendedor 27;Sítio Águas Claras;Brasil;Avião;11/09/2023;0
324;24/12/2022;maçã;377;Vendedor 26;Terra Prometida;Brasil;Trem;06/01/2023;2249
325;01/03/2023;limão;998;Vendedor 15;Fazenda Luz da Lua;Brasil;Barco;01/04/2023;2496
326;03/01/2023;limão;665;Vendedor 1;Fazenda Luz da Lua;Brasil;Avião;21/01/2023;1417
327;06/11/2023;limão;590;Vendedor 41;Fazenda Luz da Lua;Brasil;Caminhão;06/12/2023;0
328;27/10/2023;maçã;465;Vendedor 47;Chácara Bela Vista;Brasil;Caminhão;06/11/2023;530
329;15/06/2023;maçã;467;Vendedor 36;Terra Prometida;Brasil;Barco;14/07/2023;0
330;25/10/2023;limão;743;Vendedor 13;Fazenda Luz da Lua;Brasil;Caminhão;22/11/2023;3575
331;15/09/2023;banana;43;Vendedor 9;Recanto Verde;Brasil;Avião;08/10/2023;4288
332;09/04/2022;maçã;830;Vendedor 31;Chácara Bela Vista;Brasil;Barco;12/05/2022;431
333;12/08/2023;limão;850;Vendedor 2;Fazenda Luz da Lua;Brasil;Avião;27/08/2023;0
334;30/06/2022;maçã;598;Vendedor 23;Terra Prometida;Brasil;Caminhão;20/07/2022;399
335;18/08/2022;limão;239;Vendedor 26;Fazenda Luz da Lua;Brasil;Caminhão;06/09/2022;2035
336;04/01/2023;laranja;24;Vendedor 33;Quinta dos Pinhais;Brasil;Caminhão;23/01/2023;2738
337;11/05/2022;manga;82;Vendedor 27;Fazenda Sol Nascente;Brasil;Barco;04/06/2022;2772
338;08/06/2023;maçã;222;Vendedor 49;Chácara Bela Vista;Brasil;Avião;05/07/2023;1768
339;03/05/2022;laranja;499;Vendedor 12;Recanto Verde;Brasil;Caminhão;02/06/2022;2530
340;30/11/2023;manga;897;Vendedor 31;Rancho Estrela Cadente;Brasil;Avião;28/12/2023;1294
341;25/10/2022;limão;516;Vendedor 14;Fazenda Luz da Lua;Brasil;Caminhão;26/11/2022;1308
342;02/01/2022;banana;491;Vendedor 19;Quinta dos Pinhais;Brasil;Avião;24/01/2022;1292
343;12/12/2022;maçã;131;Vendedor 2;Terra Prometida;Brasil;Avião;22/12/2022;3635
344;06/02/2023;maçã;433;Vendedor 20;Chácara Bela Vista;Brasil;Caminhão;05/03/2023;3545
345;04/10/2023;limão;218;Vendedor 6;Fazenda Luz da Lua;Brasil;Avião;09/10/2023;0
346;05/10/2022;manga;310;Vendedor 1;Fazenda Sol Nascente;Brasil;Barco;03/11/2022;1144
347;27/07/2022;banana;691;Vendedor 42;Recanto Verde;Brasil;Caminhão;13/08/2022;2205
348;07/09/2022;banana;740;Vendedor 14;Quinta dos Pinhais;Brasil;Caminhão;13/09/2022;3662
349;17/06/2023;banana;604;Vendedor 7;Recanto Verde;Brasil;Avião;19/07/2023;0
350;20/05/2022;limão;462;Vendedor 39;Fazenda Luz da Lua;Brasil;Avião;03/06/2022;4592
351;24/04/2022;limão;264;Vendedor 37;Fazenda Luz da Lua;Brasil;Caminhão;12/05/2022;56
352;23/10/2023;melancia;103;Vendedor 3;Fazenda Campo Sereno;Brasil;Caminhão;06/11/2023;4038
353;27/06/2022;limão;509;Vendedor 7;Fazenda Luz da Lua;Brasil;Avião;03/07/2022;3025
354;25/11/2022;manga;408;Vendedor 8;Fazenda Sol Nascente;Brasil;Avião;01/12/2022;0
355;22/12/2022;maçã;898;Vendedor 38;Terra Prometida;Brasil;Avião;04/01/2023;1140
356;07/04/2023;laranja;72;Vendedor 32;Quinta dos Pinhais;Brasil;Caminhão;12/05/2023;2738
357;09/07/2023;banana;497;Vendedor 21;Recanto Verde;Brasil;Caminhão;07/08/2023;2478
358;19/03/2022;uva;330;Vendedor 45;Refúgio do Vale;Brasil;Avião;04/04/2022;2031
359;15/02/2022;uva;721;Vendedor 12;Sítio Águas Claras;Brasil;Caminhão;01/03/2022;2169
360;21/05/2023;uva;956;Vendedor 29;Refúgio do Vale;Brasil;Avião;28/05/2023;1848
361;08/12/2022;laranja;620;Vendedor 48;Quinta dos Pinhais;Brasil;Avião;27/12/2022;2650
362;10/01/2023;banana;769;Vendedor 39;Recanto Verde;Brasil;Avião;22/01/2023;2679
363;15/07/2022;limão;459;Vendedor 19;Fazenda Luz da Lua;Brasil;Barco;13/08/2022;872
364;18/08/2022;manga;893;Vendedor 17;Fazenda Sol Nascente;Brasil;Caminhão;18/09/2022;0
365;24/02/2023;uva;515;Vendedor 45;Refúgio do Vale;Brasil;Avião;28/03/2023;1859
366;03/08/2023;limão;753;Vendedor 35;Fazenda Luz da Lua;Brasil;Avião;24/08/2023;885
367;05/03/2022;maçã;743;Vendedor 24;Chácara Bela Vista;Brasil;Avião;07/04/2022;2310
368;04/07/2022;banana;839;Vendedor 10;Quinta dos Pinhais;Brasil;Caminhão;05/08/2022;2808
369;28/01/2023;uva;456;Vendedor 1;Refúgio do Vale;Brasil;Caminhão;05/02/2023;2459
370;15/12/2023;maçã;102;Vendedor 14;Chácara Bela Vista;Brasil;Caminhão;26/12/2023;658
371;11/07/2022;limão;587;Vendedor 19;Fazenda Luz da Lua;Brasil;Caminhão;26/07/2022;815
372;24/07/2023;limão;255;Vendedor 45;Fazenda Luz da Lua;Brasil;Avião;16/08/2023;851
373;25/01/2022;uva;209;Vendedor 39;Refúgio do Vale;Brasil;Caminhão;03/02/2022;2831
374;29/08/2022;limão;129;Vendedor 22;Fazenda Luz da Lua;Brasil;Avião;23/09/2022;2775
375;14/03/2023;maçã;247;Vendedor 39;Terra Prometida;Brasil;Caminhão;14/04/2023;4589
376;20/06/2022;laranja;236;Vendedor 23;Quinta dos Pinhais;Brasil;Avião;02/07/2022;2321
377;14/03/2023;banana;509;Vendedor 25;Recanto Verde;Brasil;Avião;17/04/2023;2695
378;12/06/2023;banana;496;Vendedor 18;Quinta dos Pinhais;Brasil;Caminhão;08/07/2023;0
379;02/02/2022;maçã;345;Vendedor 13;Chácara Bela Vista;Brasil;Avião;09/03/2022;913
380;11/06/2023;uva;406;Vendedor 23;Sítio Águas Claras;Brasil;Trem;05/07/2023;1790
381;25/10/2022;limão;890;Vendedor 4;Fazenda Luz da Lua;Brasil;Caminhão;04/11/2022;0
382;19/11/2023;uva;192;Vendedor 1;Sítio Águas Claras;Brasil;Avião;08/12/2023;0
383;26/07/2022;uva;890;Vendedor 40;Refúgio do Vale;Brasil;Avião;20/08/2022;1128
384;15/06/2022;limão;647;Vendedor 45;Fazenda Luz da Lua;Brasil;Barco;09/07/2022;728
385;10/01/2023;laranja;585;Vendedor 26;Recanto Verde;Brasil;Caminhão;20/01/2023;0
386;13/12/2022;uva;255;Vendedor 7;Sítio Águas Claras;Brasil;Avião;03/01/2023;2368
387;07/12/2022;manga;676;Vendedor 23;Fazenda Sol Nascente;Brasil;Caminhão;02/01/2023;713
388;25/10/2023;uva;570;Vendedor 6;Sítio Águas Claras;Brasil;Avião;21/11/2023;2191
389;23/10/2023;banana;797;Vendedor 48;Quinta dos Pinhais;Brasil;Caminhão;12/11/2023;1938
390;18/09/2023;manga;186;Vendedor 6;Fazenda Sol Nascente;Brasil;Barco;07/10/2023;1396
391;16/12/2022;uva;441;Vendedor 12;Refúgio do Vale;Brasil;Avião;17/01/2023;533
392;28/07/2022;manga;506;Vendedor 31;Rancho Estrela Cadente;Brasil;Caminhão;02/08/2022;0
393;07/06/2023;banana;756;Vendedor 14;Quinta dos Pinhais;Brasil;Barco;13/06/2023;2333
394;14/08/2023;manga;902;Vendedor 50;Rancho Estrela Cadente;Brasil;Caminhão;26/08/2023;2029
395;30/12/2023;banana;962;Vendedor 19;Recanto Verde;Brasil;Caminhão;15/01/2024;2468
396;05/09/2022;banana;539;Vendedor 39;Recanto Verde;Brasil;Avião;21/09/2022;2640
397;03/01/2023;melancia;323;Vendedor 9;Fazenda Campo Sereno;Brasil;Trem;18/01/2023;2615
398;04/05/2023;limão;807;Vendedor 23;Fazenda Luz da Lua;Brasil;Trem;21/05/2023;0
399;19/07/2023;uva;562;Vendedor 20;Sítio Águas Claras;Brasil;Caminhão;25/07/2023;3222
400;01/08/2022;maçã;43;Vendedor 41;Chácara Bela Vista;Brasil;Caminhão;25/08/2022;3421
401;20/10/2022;uva;133;Vendedor 8;Refúgio do Vale;Brasil;Avião;28/10/2022;1113
402;25/02/2023;manga;941;Vendedor 14;Rancho Estrela Cadente;Brasil;Caminhão;06/03/2023;3485
403;23/09/2022;limão;854;Vendedor 27;Fazenda Luz da Lua;Brasil;Caminhão;28/09/2022;2135
404;18/02/2022;limão;325;Vendedor 34;Fazenda Luz da Lua;Brasil;Caminhão;24/03/2022;538
405;24/11/2022;uva;725;Vendedor 16;Sítio Águas Claras;Brasil;Caminhão;02/12/2022;2535
406;08/12/2023;banana;504;Vendedor 25;Quinta dos Pinhais;Brasil;Avião;16/12/2023;2231
407;04/08/2022;limão;560;Vendedor 24;Fazenda Luz da Lua;Brasil;Barco;16/08/2022;2217
408;07/10/2023;manga;673;Vendedor 29;Rancho Estrela Cadente;Brasil;Caminhão;05/11/2023;104
409;18/05/2022;banana;685;Vendedor 49;Recanto Verde;Brasil;Barco;04/06/2022;0
410;08/03/2023;banana;737;Vendedor 29;Recanto Verde;Brasil;Caminhão;17/03/2023;1757
411;18/06/2023;limão;222;Vendedor 33;Fazenda Luz da Lua;Brasil;Trem;25/06/2023;0
412;13/11/2022;maçã;204;Vendedor 8;Terra Prometida;Brasil;Avião;20/11/2022;959
413;20/04/2022;limão;884;Vendedor 38;Fazenda Luz da Lua;Brasil;Caminhão;29/04/2022;0
414;10/10/2023;maçã;235;Vendedor 18;Terra Prometida;Brasil;Avião;08/11/2023;1130
415;03/06/2022;laranja;588;Vendedor 26;Quinta dos Pinhais;Brasil;Barco;16/06/2022;2029
416;13/02/2023;banana;217;Vendedor 50;Recanto Verde;Brasil;Caminhão;08/03/2023;0
417;13/12/2022;banana;193;Vendedor 44;Recanto Verde;Brasil;Barco;23/12/2022;2431
418;23/11/2022;banana;842;Vendedor 36;Quinta dos Pinhais;Brasil;Avião;08/12/2022;3164
419;13/02/2022;maçã;855;Vendedor 5;Terra Prometida;Brasil;Caminhão;20/02/2022;1181
420;02/08/2022;uva;880;Vendedor 36;Refúgio do Vale;Brasil;Barco;28/08/2022;535
421;27/01/2022;limão;108;Vendedor 29;Fazenda Luz da Lua;Brasil;Avião;03/03/2022;1671
422;14/04/2023;laranja;126;Vendedor 26;Recanto Verde;Brasil;Avião;04/05/2023;0
423;31/12/2023;uva;219;Vendedor 9;Sítio Águas Claras;Brasil;Caminhão;13/01/2024;3810
424;18/09/2022;limão;920;Vendedor 26;Fazenda Luz da Lua;Brasil;Avião;08/10/2022;2402
425;18/04/2022;banana;754;Vendedor 49;Recanto Verde;Brasil;Avião;27/04/2022;3509
426;10/01/2023;manga;537;Vendedor 47;Rancho Estrela Cadente;Brasil;Avião;12/02/2023;3011
427;08/06/2023;limão;215;Vendedor 43;Fazenda Luz da Lua;Brasil;Caminhão;13/06/2023;0
428;03/10/2022;uva;980;Vendedor 4;Refúgio do Vale;Brasil;Avião;21/10/2022;2089
429;28/06/2022;limão;392;Vendedor 3;Fazenda Luz da Lua;Brasil;Avião;22/07/2022;795
430;07/08/2022;maçã;867;Vendedor 47;Chácara Bela Vista;Brasil;Avião;13/08/2022;343
431;16/09/2023;limão;338;Vendedor 11;Fazenda Luz da Lua;Brasil;Barco;08/10/2023;2668
432;26/01/2022;limão;944;Vendedor 2;Fazenda Luz da Lua;Brasil;Barco;19/02/2022;2827
433;02/01/2023;banana;335;Vendedor 28;Quinta dos Pinhais;Brasil;Caminhão;17/01/2023;0
434;28/02/2022;banana;178;Vendedor 35;Recanto Verde;Brasil;Barco;28/03/2022;376
435;12/06/2023;limão;165;Vendedor 16;Fazenda Luz da Lua;Brasil;Caminhão;25/06/2023;0
436;06/07/2022;manga;587;Vendedor 26;Rancho Estrela Cadente;Brasil;Caminhão;15/07/2022;1275
437;25/08/2023;manga;962;Vendedor 23;Rancho Estrela Cadente;Brasil;Caminhão;01/09/2023;0
438;15/05/2022;manga;655;Vendedor 11;Fazenda Sol Nascente;Brasil;Barco;24/05/2022;3605
439;21/10/2022;limão;874;Vendedor 6;Fazenda Luz da Lua;Brasil;Caminhão;14/11/2022;938
440;05/02/2022;maçã;560;Vendedor 31;Chácara Bela Vista;Brasil;Avião;07/03/2022;2657
441;16/04/2023;melancia;295;Vendedor 48;Fazenda Campo Sereno;Brasil;Avião;24/04/2023;0
442;22/10/2023;uva;297;Vendedor 27;Sítio Águas Claras;Brasil;Caminhão;14/11/2023;1341
443;20/12/2022;limão;576;Vendedor 42;Fazenda Luz da Lua;Brasil;Caminhão;01/01/2023;3192
444;01/01/2022;banana;841;Vendedor 4;Quinta dos Pinhais;Brasil;Avião;14/01/2022;2063
445;17/10/2022;maçã;301;Vendedor 28;Chácara Bela Vista;Brasil;Caminhão;28/10/2022;3498
446;12/02/2023;laranja;355;Vendedor 50;Quinta dos Pinhais;Brasil;Avião;02/03/2023;2097
447;25/10/2022;melancia;757;Vendedor 29;Fazenda Campo Sereno;Brasil;Avião;08/11/2022;2390
448;30/09/2022;uva;755;Vendedor 45;Sítio Águas Claras;Brasil;Caminhão;18/10/2022;283
449;24/06/2022;melancia;134;Vendedor 20;Fazenda Campo Sereno;Brasil;Caminhão;03/07/2022;2866
450;14/11/2022;banana;760;Vendedor 17;Quinta dos Pinhais;Brasil;Caminhão;05/12/2022;1995
451;22/08/2022;uva;387;Vendedor 26;Refúgio do Vale;Brasil;Avião;24/09/2022;3291
452;27/01/2023;laranja;671;Vendedor 28;Quinta dos Pinhais;Brasil;Barco;28/02/2023;0
453;17/01/2022;limão;918;Vendedor 22;Fazenda Luz da Lua;Brasil;Caminhão;30/01/2022;1099
454;12/07/2022;uva;721;Vendedor 39;Refúgio do Vale;Brasil;Avião;27/07/2022;144
455;25/07/2022;manga;479;Vendedor 19;Rancho Estrela Cadente;Brasil;Caminhão;01/08/2022;2395
456;01/04/2022;limão;417;Vendedor 9;Fazenda Luz da Lua;Brasil;Barco;25/04/2022;1564
457;27/09/2023;manga;640;Vendedor 14;Rancho Estrela Cadente;Brasil;Barco;28/10/2023;515
458;12/07/2023;banana;783;Vendedor 23;Recanto Verde;Brasil;Avião;06/08/2023;1915
459;31/05/2022;limão;400;Vendedor 10;Fazenda Luz da Lua;Brasil;Caminhão;21/06/2022;750
460;11/12/2022;uva;106;Vendedor 41;Sítio Águas Claras;Brasil;Avião;22/12/2022;544
461;04/11/2022;banana;338;Vendedor 4;Quinta dos Pinhais;Brasil;Caminhão;10/11/2022;160
462;26/04/2022;limão;929;Vendedor 17;Fazenda Luz da Lua;Brasil;Caminhão;01/05/2022;2967
463;07/04/2022;limão;253;Vendedor 21;Fazenda Luz da Lua;Brasil;Caminhão;03/05/2022;306
464;30/11/2023;maçã;938;Vendedor 36;Chácara Bela Vista;Brasil;Barco;05/12/2023;19
465;27/04/2023;limão;487;Vendedor 2;Fazenda Luz da Lua;Brasil;Barco;10/05/2023;732
466;04/10/2023;manga;145;Vendedor 16;Rancho Estrela Cadente;Brasil;Avião;06/11/2023;1939
467;20/04/2023;limão;856;Vendedor 17;Fazenda Luz da Lua;Brasil;Avião;28/04/2023;1713
468;22/03/2023;manga;537;Vendedor 9;Rancho Estrela Cadente;Brasil;Trem;10/04/2023;0
469;21/05/2023;banana;145;Vendedor 43;Quinta dos Pinhais;Brasil;Caminhão;15/06/2023;0
470;27/07/2022;manga;766;Vendedor 24;Rancho Estrela Cadente;Brasil;Caminhão;25/08/2022;523
471;13/06/2023;limão;792;Vendedor 10;Fazenda Luz da Lua;Brasil;Avião;01/07/2023;4237
472;04/10/2022;banana;331;Vendedor 32;Recanto Verde;Brasil;Caminhão;12/10/2022;1754
473;08/11/2023;maçã;856;Vendedor 2;Terra Prometida;Brasil;Caminhão;03/12/2023;711
474;31/07/2023;banana;597;Vendedor 1;Recanto Verde;Brasil;Caminhão;22/08/2023;1712
475;08/11/2023;laranja;6;Vendedor 19;Quinta dos Pinhais;Brasil;Caminhão;12/12/2023;833
476;09/01/2022;uva;972;Vendedor 50;Sítio Águas Claras;Brasil;Avião;16/01/2022;0
477;05/07/2022;manga;125;Vendedor 17;Rancho Estrela Cadente;Brasil;Avião;02/08/2022;2666
478;23/05/2023;limão;119;Vendedor 19;Fazenda Luz da Lua;Brasil;Avião;12/06/2023;0
479;29/07/2023;maçã;216;Vendedor 34;Terra Prometida;Brasil;Barco;27/08/2023;3655
480;14/04/2022;limão;339;Vendedor 3;Fazenda Luz da Lua;Brasil;Avião;07/05/2022;0
481;13/01/2022;laranja;554;Vendedor 32;Quinta dos Pinhais;Brasil;Caminhão;28/01/2022;1632
482;29/12/2022;uva;724;Vendedor 30;Refúgio do Vale;Brasil;Caminhão;12/01/2023;0
483;24/08/2022;laranja;12;Vendedor 44;Quinta dos Pinhais;Brasil;Avião;15/09/2022;1410
484;13/07/2022;manga;921;Vendedor 45;Rancho Estrela Cadente;Brasil;Caminhão;06/08/2022;3087
485;09/07/2023;limão;389;Vendedor 41;Fazenda Luz da Lua;Brasil;Avião;05/08/2023;897
486;15/10/2023;banana;257;Vendedor 14;Recanto Verde;Brasil;Caminhão;12/11/2023;1361
487;30/11/2022;manga;204;Vendedor 31;Rancho Estrela Cadente;Brasil;Caminhão;17/12/2022;2390
488;29/01/2023;laranja;744;Vendedor 15;Quinta dos Pinhais;Brasil;Avião;03/02/2023;1177
489;23/08/2022;maçã;356;Vendedor 12;Chácara Bela Vista;Brasil;Caminhão;29/08/2022;1953
490;30/07/2022;manga;63;Vendedor 35;Rancho Estrela Cadente;Brasil;Avião;28/08/2022;3314
491;16/05/2022;limão;508;Vendedor 26;Fazenda Luz da Lua;Brasil;Caminhão;26/05/2022;0
492;23/01/2022;uva;948;Vendedor 43;Sítio Águas Claras;Brasil;Avião;11/02/2022;3711
493;05/04/2023;banana;40;Vendedor 22;Quinta dos Pinhais;Brasil;Barco;02/05/2023;0
494;21/09/2022;banana;91;Vendedor 50;Quinta dos Pinhais;Brasil;Avião;25/10/2022;830
495;04/05/2022;manga;329;Vendedor 22;Fazenda Sol Nascente;Brasil;Caminhão;06/06/2022;3923
496;27/07/2023;banana;162;Vendedor 30;Recanto Verde;Brasil;Caminhão;18/08/2023;0
497;29/04/2022;manga;328;Vendedor 26;Rancho Estrela Cadente;Brasil;Barco;13/05/2022;2359
498;15/11/2023;manga;203;Vendedor 4;Rancho Estrela Cadente;Brasil;Caminhão;14/12/2023;4652
499;03/12/2023;limão;326;Vendedor 37;Fazenda Luz da Lua;Brasil;Barco;13/12/2023;0
500;11/06/2022;maçã;956;Vendedor 33;Chácara Bela Vista;Brasil;Caminhão;28/06/2022;1335
501;10/10/2023;uva;510;Vendedor 15;Refúgio do Vale;Brasil;Avião;21/10/2023;0
502;07/07/2023;banana;24;Vendedor 46;Quinta dos Pinhais;Brasil;Barco;04/08/2023;0
503;18/01/2023;limão;1000;Vendedor 42;Fazenda Luz da Lua;Brasil;Caminhão;09/02/2023;712
504;27/09/2023;banana;202;Vendedor 47;Quinta dos Pinhais;Brasil;Caminhão;31/10/2023;2414
505;22/12/2023;banana;204;Vendedor 34;Quinta dos Pinhais;Brasil;Barco;06/01/2024;3602
506;04/10/2022;limão;576;Vendedor 25;Fazenda Luz da Lua;Brasil;Caminhão;30/10/2022;0
507;09/06/2022;manga;85;Vendedor 25;Rancho Estrela Cadente;Brasil;Barco;26/06/2022;1146
508;04/03/2023;uva;275;Vendedor 49;Sítio Águas Claras;Brasil;Caminhão;23/03/2023;54
509;16/02/2022;banana;736;Vendedor 19;Recanto Verde;Brasil;Barco;16/03/2022;117
510;08/06/2023;limão;944;Vendedor 15;Fazenda Luz da Lua;Brasil;Barco;07/07/2023;2920
511;16/08/2023;uva;95;Vendedor 22;Refúgio do Vale;Brasil;Caminhão;01/09/2023;0
512;12/02/2022;uva;761;Vendedor 1;Refúgio do Vale;Brasil;Avião;28/02/2022;1730
513;01/07/2022;limão;769;Vendedor 24;Fazenda Luz da Lua;Brasil;Caminhão;15/07/2022;2263
514;16/12/2023;uva;823;Vendedor 25;Sítio Águas Claras;Brasil;Barco;19/01/2024;531
515;12/02/2022;banana;574;Vendedor 31;Quinta dos Pinhais;Brasil;Caminhão;13/03/2022;2432
516;10/11/2023;maçã;591;Vendedor 41;Terra Prometida;Brasil;Caminhão;24/11/2023;356
517;23/10/2023;banana;950;Vendedor 31;Quinta dos Pinhais;Brasil;Barco;11/11/2023;2581
